NCT_ID,Title,Sponsor,Has_Protocol_Doc,Planned_Enrollment,Allocation,URL
NCT07089940,OMO-103 for the Treatment of Locally Advanced or Metastatic Pancreatic Ductal Adenocarcinoma,OHSU Knight Cancer Institute,False,12,NA,https://clinicaltrials.gov/study/NCT07089940
NCT02538484,Impact of Omega 3 Fatty Acid Supplementation on Aromatase in Obese Subjects,The University of Texas Health Science Center at San Antonio,False,24,RANDOMIZED,https://clinicaltrials.gov/study/NCT02538484
NCT01292070,"Safety Evaluation of an Experimental Treatment, Intradermal Human Fcγ1-Fel d1 Fusion Protein (GFD), for Cat Allergy",National Institute of Allergy and Infectious Diseases (NIAID),False,4,NA,https://clinicaltrials.gov/study/NCT01292070
NCT03128866,Tranexamic Acid in Reducing Blood Loss in Patients With Pelvic Tumors Undergoing Hemipelvectomy Surgery,M.D. Anderson Cancer Center,False,80,RANDOMIZED,https://clinicaltrials.gov/study/NCT03128866
NCT01417065,Temsirolimus In Phase 0,M.D. Anderson Cancer Center,False,15,NA,https://clinicaltrials.gov/study/NCT01417065
NCT02605746,Preoperative Ceritinib (LDK378) in Glioblastoma Multiforme and CNS Metastasis,"St. Joseph's Hospital and Medical Center, Phoenix",False,10,RANDOMIZED,https://clinicaltrials.gov/study/NCT02605746
NCT04213794,Heated Intra-peritoneal Chemotherapy With Doxorubicin and Cisplatin for Abdominal for Pelvic Tumors in Pediatric Patients,Mayo Clinic,False,2,NA,https://clinicaltrials.gov/study/NCT04213794
NCT04630353,A Study HB-201 in Patients With Newly Diagnosed HPV16+ Oropharynx or Locally Advanced Cervical Cancer,Hookipa Biotech GmbH,False,10,NON_RANDOMIZED,https://clinicaltrials.gov/study/NCT04630353
NCT04895592,Radiosurgery Before Surgery for the Treatment of Brain Metastases,Emory University,False,26,NON_RANDOMIZED,https://clinicaltrials.gov/study/NCT04895592
NCT01962909,Phase 0 Biodistribution of Novel Imaging for Resectable Pancreatic Cancer,University of Virginia,False,3,NA,https://clinicaltrials.gov/study/NCT01962909
NCT06273852,A Study of the Intratumoral Microdose Administration of PBA-0405 in Patients With Solid Tumors,Pure Biologics S.A.,False,8,NA,https://clinicaltrials.gov/study/NCT06273852
NCT04067960,Pharmacogenomics Testing in the Optimal Use of Supportive Care Medications in Stage III-IV Cancer,Mayo Clinic,False,197,NA,https://clinicaltrials.gov/study/NCT04067960
NCT05773703,Exploratory PK and Imaging Study of PSMA-Targeted Trillium Compounds and PTI-122 in Metastatic Prostate Cancer,"Ratio Therapeutics, Inc.",False,23,NON_RANDOMIZED,https://clinicaltrials.gov/study/NCT05773703
NCT05473923,PTCs-based Precision Treatment Strategy on Recurrent High-grade Gliomas,Beijing Tiantan Hospital,False,30,NA,https://clinicaltrials.gov/study/NCT05473923
NCT03943498,Fingolimod in Treating Patients With Chemotherapy-Induced Neuropathy,Mayo Clinic,False,2,NA,https://clinicaltrials.gov/study/NCT03943498
NCT04928703,Effects of Ketamine on ERP/EEG Measures in Healthy Volunteers,ERP Biomarker Qualification Consortium,False,33,RANDOMIZED,https://clinicaltrials.gov/study/NCT04928703
NCT05417308,Topical or Oral Minoxidil for the Treatment of Endocrine Therapy-Induced Alopecia in Patients With Stage I-IV Breast Cancer,Ohio State University Comprehensive Cancer Center,False,50,RANDOMIZED,https://clinicaltrials.gov/study/NCT05417308
NCT06328686,Arginine and Whole Brain Radiation Therapy for the Treatment of Patients With Brain Metastases,Emory University,False,10,RANDOMIZED,https://clinicaltrials.gov/study/NCT06328686
NCT03291379,Vandetanib-eluting Radiopaque Embolic Beads in Patients With Resectable Liver Malignancies,Boston Scientific Corporation,True,8,NA,https://clinicaltrials.gov/study/NCT03291379
NCT06735690,Allogeneic CMV-Specific CD19-CAR T Cells Plus CMV-MVA Triplex Vaccine After Matched Related Donor Hematopoietic Cell Transplant for the Treatment of Patients With High-Risk Acute Lymphoblastic Leukemia,City of Hope Medical Center,False,15,NON_RANDOMIZED,https://clinicaltrials.gov/study/NCT06735690
NCT03804424,64Cu-LLP2A for Imaging Multiple Myeloma,Washington University School of Medicine,False,10,NON_RANDOMIZED,https://clinicaltrials.gov/study/NCT03804424
NCT01880749,Exploring the Activity of RAD001 in Vestibular Schwannomas and Meningiomas,NYU Langone Health,False,5,NA,https://clinicaltrials.gov/study/NCT01880749
NCT06645808,PET-imaging of Two Vartumabs in Patients With Solid Tumors,Var2 Pharmaceuticals,False,32,NON_RANDOMIZED,https://clinicaltrials.gov/study/NCT06645808
NCT04925817,3D Ultrasound Microvessel Imaging for Breast Masses,Mayo Clinic,False,50,NA,https://clinicaltrials.gov/study/NCT04925817
NCT03174977,Pharmacokinetics Distribution of Raltegravir by PET/MR,"University of California, San Francisco",False,10,NA,https://clinicaltrials.gov/study/NCT03174977
NCT04380831,TBI Using IMRT and Cyclophosphamide Prior to Stem Cell Transplant for the Treatment of Severe Systemic Sclerosis,City of Hope Medical Center,False,15,NA,https://clinicaltrials.gov/study/NCT04380831
NCT02608736,Chemoprevention of Head and Neck Squamous Cell Carcinoma (HNSCC) With Valproic Acid,Barretos Cancer Hospital,False,42,RANDOMIZED,https://clinicaltrials.gov/study/NCT02608736
NCT04752267,18F-FMAU PET/CT and MRI for the Detection of Brain Tumors in Patients With Brain Cancer or Brain Metastases,University of Southern California,False,10,NA,https://clinicaltrials.gov/study/NCT04752267
NCT06643221,Exercise as an Immune Adjuvant for Allogeneic Cell Therapies,University of Arizona,False,200,RANDOMIZED,https://clinicaltrials.gov/study/NCT06643221
NCT03812562,Nivolumab and Yttrium-90 in Treating Patients With Liver Cancer Undergoing Surgical Resection,Northwestern University,False,2,NA,https://clinicaltrials.gov/study/NCT03812562
NCT06700070,A Phase 0 Multicenter Study of the Pharmacodynamic Effects of Intratumoral Microdose Administration of PBA-0111 in Patients With Solid Tumors,Pure Biologics S.A.,False,12,NA,https://clinicaltrials.gov/study/NCT06700070
NCT03122197,Study of Letrozole in Recurrent Gliomas,University of Cincinnati,False,39,NON_RANDOMIZED,https://clinicaltrials.gov/study/NCT03122197
NCT04575727,Exploratory Evaluation of [11C]MPC6827,Columbia University,False,17,NON_RANDOMIZED,https://clinicaltrials.gov/study/NCT04575727
NCT05625490,Myocardial Perfusion Imaging Galmydar Rest/Stress,Washington University School of Medicine,False,15,NON_RANDOMIZED,https://clinicaltrials.gov/study/NCT05625490
NCT03382574,Pilot Study of Denosumab in BRCA1/2 Mutation Carriers Scheduled for Risk-Reducing Salpingo-Oophorectomy,National Cancer Institute (NCI),True,2,RANDOMIZED,https://clinicaltrials.gov/study/NCT03382574
NCT05800405,Evaluation of Bridging Radiation Therapy Before CAR T-Cell Infusion for the Treatment of Relapsed or Refractory Large B-Cell Lymphoma,City of Hope Medical Center,False,9,NA,https://clinicaltrials.gov/study/NCT05800405
NCT01181934,"The Effect of Nicotine on Arousal, Cognition and Social Cognition in Young and Elderly Healthy Subjects.","Janssen Pharmaceutica N.V., Belgium",False,32,RANDOMIZED,https://clinicaltrials.gov/study/NCT01181934
NCT01678690,An Exploratory Study of Gemcitabine Hydrochloride Oral Formulation (D07001-F4) in Subjects With Malignant Tumors,InnoPharmax Inc.,False,11,NA,https://clinicaltrials.gov/study/NCT01678690
NCT03378297,IMPACT: A Randomized WOO Study of Novel Therapeutic Agents in Women Triaged to Primary Surgery for EOC,Haukeland University Hospital,False,26,RANDOMIZED,https://clinicaltrials.gov/study/NCT03378297
NCT07316361,GYNORYLAQ™-VLINIVAL™: Ψ-Guided Personalized Neoantigen Peptide Vaccine for High-Risk Endometrial Cancer,Biogenea Pharmaceuticals Ltd.,False,40,NA,https://clinicaltrials.gov/study/NCT07316361
NCT04272333,Intratumoral Microdosing of Motolimod in HNSCC,Presage Biosciences,False,1,NA,https://clinicaltrials.gov/study/NCT04272333
NCT01889147,Microdose and First-In-Human (FIH) Study of Recombinant Human Placental Alkaline Phosphatase (hRESCAP),TNO,False,4,RANDOMIZED,https://clinicaltrials.gov/study/NCT01889147
NCT05837130,Non-drug Treatment Study in Parkinson's Disease Patients and Healthy Volunteers to Collect Biological Samples in Order to Assess ex Vivo the Activity of Candidate Therapies and Develop Novel Analytical Methods for Biomarkers,Servier,False,45,NON_RANDOMIZED,https://clinicaltrials.gov/study/NCT05837130
NCT03219047,Patient-Derived Xenografts in Personalizing Treatment for Patients With Relapsed/Refractory Mantle Cell Lymphoma,M.D. Anderson Cancer Center,False,1,NON_RANDOMIZED,https://clinicaltrials.gov/study/NCT03219047
NCT01796041,Intraoperative Imaging of Breast Cancer With Indocyanine Green,Abramson Cancer Center at Penn Medicine,False,10,NA,https://clinicaltrials.gov/study/NCT01796041
NCT02810756,Study With Improved Solubility Pazopanib,The Netherlands Cancer Institute,False,12,NA,https://clinicaltrials.gov/study/NCT02810756
NCT06194578,A Study of Sterile Saline Infusion in Healthy Volunteers,"Janssen Research & Development, LLC",False,32,NA,https://clinicaltrials.gov/study/NCT06194578
NCT03082768,Phase 0 Study of [18F]MNI-968 as a Marker for D1 Receptor in Healthy Subjects,Molecular NeuroImaging,False,6,NA,https://clinicaltrials.gov/study/NCT03082768
NCT01532024,Exploratory Clinical Study of Neutrophil Activation Probe (NAP) for Optical Molecular Imaging in Human Lungs,University of Edinburgh,True,15,NON_RANDOMIZED,https://clinicaltrials.gov/study/NCT01532024
NCT04532489,Positron Emission Tomography (PET) Imaging of Cholesterol Trafficking: Clinical Evaluation of [18F]FNP-59 in Normal Human Subjects (Group 1),Benjamin Viglianti,False,6,NA,https://clinicaltrials.gov/study/NCT04532489
NCT04821323,A Study Exploring the Use of Challenge Agents in Healthy Volunteers - Intervention Specific Appendix,"Janssen Research & Development, LLC",False,10,NA,https://clinicaltrials.gov/study/NCT04821323
NCT03196180,Topical Fluorouracil and Imiquimod in Treating Patients With High-Grade Cervical Intraepithelial Neoplasia,National Cancer Institute (NCI),True,13,NA,https://clinicaltrials.gov/study/NCT03196180
NCT03579446,Levorphanol as a Second Line Opioid in Reducing Pain in Patients With Cancer,M.D. Anderson Cancer Center,False,43,NA,https://clinicaltrials.gov/study/NCT03579446
NCT05037591,Effect of Sea Grapes-antioxidants Extract in Obese Men : 4 Weeks Randomized-Double Blind Controlled Trial,State Islamic University of Sunan Kalijaga Yogyakarta,True,70,RANDOMIZED,https://clinicaltrials.gov/study/NCT05037591
NCT02207010,A Phase 0 Study of AZD1775 in Recurrent GBM Patients,"St. Joseph's Hospital and Medical Center, Phoenix",False,20,NA,https://clinicaltrials.gov/study/NCT02207010
NCT02604862,Imaging FIB ONE in the Human Lung Using Endomicroscopy,University of Edinburgh,False,18,NON_RANDOMIZED,https://clinicaltrials.gov/study/NCT02604862
NCT03995706,Neuro/Sacituzumab Govitecan/Breast Brain Metastasis/Glioblastoma/Ph 0,The University of Texas Health Science Center at San Antonio,False,26,NA,https://clinicaltrials.gov/study/NCT03995706
NCT01748149,Vemurafenib in Children With Recurrent/Refractory BRAF Gene V600E (BRAFV600E)-Mutant Gliomas,"University of California, San Francisco",False,40,NA,https://clinicaltrials.gov/study/NCT01748149
NCT06693284,"A Window of Opportunity Trial of Mirdametinib Plus Vorinostat for NF1 Associated, H3K27 Trimethylation Deficient Malignant Peripheral Nerve Sheath Tumor [MPNST]",University of Minnesota,False,8,NA,https://clinicaltrials.gov/study/NCT06693284
NCT07132645,An Investigational Scan ([68Ga] Ga-FAPI-04 PET/CT) for the Imaging of Patients With High-Grade Neuroendocrine Cancer,University of Michigan Rogel Cancer Center,False,30,NA,https://clinicaltrials.gov/study/NCT07132645
NCT06831526,Neoadjuvant Chemoradiotherapy With or Without Concurrent Azeliragon in Patients With Newly Diagnosed Glioblastoma,Washington University School of Medicine,False,12,RANDOMIZED,https://clinicaltrials.gov/study/NCT06831526
NCT07017816,"A Phase 0/1 Study of cDNA for TP53, Checkpoint Inhibition and Radiation in Children With Recurrent, Progressive or Refractory CNS Malignancies.",Children's National Research Institute,False,18,NA,https://clinicaltrials.gov/study/NCT07017816
NCT01729598,Valproic Acid in Subjects With Intact Cognition - Proof of Concept Study,"Gregory Jicha, 323-5550",False,14,RANDOMIZED,https://clinicaltrials.gov/study/NCT01729598
NCT04976257,Pharmacokinetics of IA and IV Ga68-PSMA-11 Infusion,"Ryan Kohlbrenner, MD",False,5,NA,https://clinicaltrials.gov/study/NCT04976257
NCT03960177,Glucarpidase After High-Dose Methotrexate in Patients With Osteosarcoma,OHSU Knight Cancer Institute,False,12,NA,https://clinicaltrials.gov/study/NCT03960177
NCT05091866,Natural Progesterone for the Treatment of Recurrent Glioblastoma,Emory University,True,4,NA,https://clinicaltrials.gov/study/NCT05091866
NCT01755650,Phase 0 of 18F FPM Using PET/CT in Patients With a Variety of Malignancies,"Peter MacCallum Cancer Centre, Australia",False,6,NON_RANDOMIZED,https://clinicaltrials.gov/study/NCT01755650
NCT03436160,Study Assessing Pharmacokinetics and Bioavailability of Three Novel Triazine Compounds,U.S. Army Medical Research and Development Command,False,18,RANDOMIZED,https://clinicaltrials.gov/study/NCT03436160
NCT06562361,A Microdose Trial Investigating Binding of [68Ga]Ga-DOTA-CYS-ATH001 in Healthy Subjects and Different Patient Groups.,Antaros Medical,False,30,NA,https://clinicaltrials.gov/study/NCT06562361
NCT03705819,Exploratory Evaluation of [11C]-NOP46,Columbia University,False,10,NON_RANDOMIZED,https://clinicaltrials.gov/study/NCT03705819
NCT02885272,FDG PET Imaging in Diagnosing Patients With Glioblastoma,M.D. Anderson Cancer Center,False,21,NA,https://clinicaltrials.gov/study/NCT02885272
NCT04049227,Abemaciclib and Letrozole in Treating Patients With Endometrial Cancer,Northwestern University,False,27,NA,https://clinicaltrials.gov/study/NCT04049227
NCT05076513,Trial of Niraparib in Participants With Newly-diagnosed Glioblastoma and Recurrent Glioma,Nader Sanai,False,42,NON_RANDOMIZED,https://clinicaltrials.gov/study/NCT05076513
NCT02806817,ME-344 in Early HER2-negative Breast Cancer With Antiangiogenic-induced Mitochondrial Metabolism,Centro Nacional de Investigaciones Oncologicas CARLOS III,False,40,RANDOMIZED,https://clinicaltrials.gov/study/NCT02806817
NCT02790853,Multimodal Imaging for Surveillance in Patients With Oral Potentially Malignant Disorders,M.D. Anderson Cancer Center,False,63,NA,https://clinicaltrials.gov/study/NCT02790853
NCT04474405,Exploratory Evaluation of Flortaucipir Injection in Healthy Volunteers and Cognitively Impaired Subjects,Avid Radiopharmaceuticals,False,36,NON_RANDOMIZED,https://clinicaltrials.gov/study/NCT04474405
NCT03542695,64 Cu-DOTA-alendronate PET Imaging in Localizing and Characterizing Breast Calcifications in Participants Before Undergoing Mastectomy,City of Hope Medical Center,False,1,NA,https://clinicaltrials.gov/study/NCT03542695
NCT04803682,A Smoking Prevention Program (ASPIRE) and Mentoring for Preventing Smoking Among High School Youths,M.D. Anderson Cancer Center,False,94,NA,https://clinicaltrials.gov/study/NCT04803682
NCT07344519,The Safety and Tolerability Study With ER2001 Intravenous Injection Repetitive Treatment in Adults With Early Manifest Huntington's Disease.,ExoRNA Bioscience,False,8,NA,https://clinicaltrials.gov/study/NCT07344519
NCT04424966,Infigratinib in Recurrent High-Grade Glioma Patients,Nader Sanai,True,7,NA,https://clinicaltrials.gov/study/NCT04424966
NCT05182905,AZD1390 in Recurrent and Newly Diagnosed WHO Grade 4 Glioma Patients,Nader Sanai,False,97,NON_RANDOMIZED,https://clinicaltrials.gov/study/NCT05182905
NCT03972943,CPAP in Treating Obstructive Sleep Apnea in Patients With Polycythemia Vera or Essential Thrombocythemia,University of Utah,False,8,NON_RANDOMIZED,https://clinicaltrials.gov/study/NCT03972943
NCT01000870,Safety and Efficacy of Positron Emission Tomography Imaging With MNI-513,Institute for Neurodegenerative Disorders,False,6,NA,https://clinicaltrials.gov/study/NCT01000870
NCT06636175,64Cu-LLP2A for Imaging Hematologic Malignancies,Washington University School of Medicine,False,42,NON_RANDOMIZED,https://clinicaltrials.gov/study/NCT06636175
NCT07261657,N-803 in Patients With Progressive Synovial Sarcoma and Myxoid/Round Cell Liposarcoma Previously Treated With Adoptive Cellular Therapy,Seth Pollack,False,8,NA,https://clinicaltrials.gov/study/NCT07261657
NCT07585851,Administration of Repurposed Ketoconazole in Glioma Patients,Universitas Padjadjaran,False,80,NA,https://clinicaltrials.gov/study/NCT07585851
NCT07605520,An Experimental Medicine Multicenter Trial to Evaluate the Safety and Immunogenicity of Experimental Versus Authorized SARS-CoV-2 Vaccine Candidates as a Booster Dose in Healthy Participants Previously Vaccinated With Authorized mRNA SARS-CoV-2 Vaccines.,"ANRS, Emerging Infectious Diseases",False,48,RANDOMIZED,https://clinicaltrials.gov/study/NCT07605520
NCT04937413,The PCSK9i Inhibitor Evolocumab - a Surgical Trial of Pharamcodynamics and Kinetics Evaluation,Duke University,True,32,NA,https://clinicaltrials.gov/study/NCT04937413
NCT03402230,Broccoli Sprout/Broccoli Seed Extract Supplement in Decreasing Toxicity in Heavy Smokers,National Cancer Institute (NCI),True,49,RANDOMIZED,https://clinicaltrials.gov/study/NCT03402230
NCT06045091,To Evaluate the Safety and Efficacy of Human BCMA Targeted CAR-NK Cells Injection for Subjects With R/R MM or PCL,"Hrain Biotechnology Co., Ltd.",False,18,NA,https://clinicaltrials.gov/study/NCT06045091
NCT04638803,Microdose Pharmacokinetic Study of PRX-P4-003 In Healthy Volunteers,"Praxis Bioresearch, LLC",False,6,NON_RANDOMIZED,https://clinicaltrials.gov/study/NCT04638803
NCT06824155,HEAT Trial (HER2 Antibody Therapy With Lutetium-177),"Radiopharm Theranostics, Ltd",False,30,NA,https://clinicaltrials.gov/study/NCT06824155
NCT03197389,Effect of Pembrolizumab (Keytruda®) on Biomarkers in Early Breast Cancer.,Universitaire Ziekenhuizen KU Leuven,True,54,NON_RANDOMIZED,https://clinicaltrials.gov/study/NCT03197389
NCT03868020,Fluciclovine F18 PET/CT in Identifying the Origin of Head and Neck Squamous Cell Carcinoma in Patients With Metastatic Cervical Nodal Disease,M.D. Anderson Cancer Center,False,16,NA,https://clinicaltrials.gov/study/NCT03868020
